docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
341,FXIA-GEN-015719,0032,reinvent_denovo,-8.3932,0.9555130601,6.7917203903,6.4895777702,429.274,86.11,3.193,1.0,5.0,6.0,0.0,2.218,0.0,0.143,0.19,LCMBPPOZKNDOPZ-UHFFFAOYSA-N,Cc1cc(NC(=O)COC(=O)c2cncc(Br)c2)n(Cc2ccccc2)n1,Cc1cc(NC(=O)COC(=O)c2cncc(Br)c2)n(Cc2ccccc2)n1,Cc1cc(NC(=O)COC(=O)c2cncc(Br)c2)n(Cc2ccccc2)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0032_gnina_poses.sdf,Cc1cc(NC(=O)COC(=O)c2cncc(Br)c2)n(Cc2ccccc2)n1,O=C(COC(=O)c1cccnc1)Nc1ccnn1Cc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCC1CC1CCCCC1,ok,true,ok,245,true,false,245,
342,FXIA-GEN-005055,0011,reinvent_denovo,-7.92091,0.9553151727,6.2197833061,5.9418535233,350.418,64.36,3.601,1.0,4.0,8.0,0.0,2.663,0.0,0.117,0.162,DGRUZXVCINACIX-UHFFFAOYSA-N,CC(CNC(=O)c1ccc(Cc2cccnc2)o1)OCc1ccccc1,CC(CNC(=O)c1ccc(Cc2cccnc2)o1)OCc1ccccc1,CC(CNC(=O)c1ccc(Cc2cccnc2)o1)OCc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0011_gnina_poses.sdf,CC(CNC(=O)c1ccc(Cc2cccnc2)o1)OCc1ccccc1,O=C(NCCOCc1ccccc1)c1ccc(Cc2cccnc2)o1,CC(CCCCCC1CCCCC1)C1CCC(CC2CCCCC2)C1,ok,true,ok,246,true,false,246,
343,FXIA-GEN-000144,0001,reinvent_denovo,-7.49634,0.9552386999,6.1350107193,5.8603997231,370.792,88.42,3.415,1.0,5.0,6.0,0.0,2.06,0.0,0.248,0.248,ACPUEUWOWVOVSV-UHFFFAOYSA-N,COc1ccc(Cl)cc1C=CC(=O)OCC(=O)Nc1ccc(C#N)cc1,COc1ccc(Cl)cc1C=CC(=O)OCC(=O)Nc1ccc(C#N)cc1,COc1ccc(Cl)cc1C=CC(=O)OCC(=O)Nc1ccc(C#N)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0001_gnina_poses.sdf,COc1ccc(Cl)cc1C=CC(=O)OCC(=O)Nc1ccc(C#N)cc1,O=C(COC(=O)C=Cc1ccccc1)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC1CCCCC1,ok,true,ok,247,true,false,247,
344,FXIA-GEN-016709,0034,reinvent_denovo,-7.60257,0.9551697969,6.2897830009,6.0078105927,362.407,93.73,2.008,2.0,5.0,5.0,0.0,2.008,0.0,0.12,0.147,LTILMPNOSQPEOB-UHFFFAOYSA-N,CCNC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,CCNC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,CCNC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf,CCNC(=O)c1cccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1,O=S(=O)(Nc1ccccc1)c1ccc2c(c1)OCCO2,CC(C)(CC1CCCCC1)C1CCC2CCCCC2C1,ok,true,ok,248,true,false,248,
345,FXIA-GEN-000532,0002,reinvent_denovo,-7.00982,0.9551157951,5.6903634071,5.4349560738,371.207,79.87,1.743,2.0,4.0,6.0,1.0,3.499,0.0,0.12,0.13,AJACTXVDQGIRPM-UHFFFAOYSA-O,COc1ccc2c(c1)cc(Br)c(OCC(C)O)[n+]2CC(=O)O,COc1ccc2c(c1)cc(Br)c(OCC(C)O)[n+]2CC(=O)O,COc1ccc2c(c1)cc(Br)c(OCC(C)O)[n+]2CC(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0002_gnina_poses.sdf,COc1ccc2c(c1)cc(Br)c(OCC(C)O)[n+]2CC(=O)O,c1ccc2[nH+]cccc2c1,C1CCC2CCCCC2C1,ok,true,ok,249,true,false,249,
347,FXIA-GEN-037588,0076,reinvent_denovo,-8.24368,0.9550564289,6.8797888756,6.5705866814,448.563,87.66,4.137,3.0,4.0,8.0,0.0,2.991,0.0,0.103,0.174,ZYBUUUXZYVVOFO-UHFFFAOYSA-N,C=CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC1CCC(CO)CC1,C=CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC1CCC(CO)CC1,C=CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC1CCC(CO)CC1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0076_gnina_poses.sdf,C=CCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NC1CCC(CO)CC1,O=C(CNC(=O)OCC1c2ccccc2-c2ccccc21)NC1CCCCC1,CC(CCC(C)CC1CCCCC1)CCC1C2CCCCC2C2CCCCC21,ok,true,ok,250,true,false,250,
348,FXIA-GEN-037589,0076,reinvent_denovo,-7.94151,0.9550494552,5.9613080025,5.6933441162,371.462,79.46,2.406,3.0,4.0,4.0,0.0,2.473,0.0,0.126,0.147,ZYBZYVFRDLUKGS-UHFFFAOYSA-N,Cc1ccccc1OC(C)C(=O)NNC(=S)NC(=O)c1ccccc1C,Cc1ccccc1OC(C)C(=O)NNC(=S)NC(=O)c1ccccc1C,Cc1ccccc1OC(C)C(=O)NNC(=S)NC(=O)c1ccccc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0076_gnina_poses.sdf,Cc1ccccc1OC(C)C(=O)NNC(=S)NC(=O)c1ccccc1C,O=C(COc1ccccc1)NNC(=S)NC(=O)c1ccccc1,CC(CCC(C)CC(C)C1CCCCC1)CCC1CCCCC1,ok,true,ok,251,true,false,251,
350,FXIA-GEN-033486,0067,reinvent_denovo,-8.51005,0.9548458457,6.1756010056,5.8967471123,387.402,81.67,1.853,3.0,4.0,5.0,0.0,2.952,0.0,0.179,0.215,XHLXLBDZPIHKLI-UHFFFAOYSA-N,CC1CCCN(CC(O)CNC(=O)C(=O)Nc2ccc(C(F)(F)F)cc2)C1,CC1CCCN(CC(O)CNC(=O)C(=O)Nc2ccc(C(F)(F)F)cc2)C1,CC1CCCN(CC(O)CNC(=O)C(=O)Nc2ccc(C(F)(F)F)cc2)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0067_gnina_poses.sdf,CC1CCCN(CC(O)CNC(=O)C(=O)Nc2ccc(C(F)(F)F)cc2)C1,O=C(NCCCN1CCCCC1)C(=O)Nc1ccccc1,CC(CCCCC1CCCCC1)C(C)CC1CCCCC1,ok,true,ok,252,true,false,252,
351,FXIA-GEN-010173,0021,reinvent_denovo,-7.0102,0.9547634721,6.3110866547,6.0255951881,368.361,88.42,2.662,1.0,5.0,7.0,0.0,2.267,0.0,0.128,0.161,HMGHMAGCYFGFOG-UHFFFAOYSA-N,COCCOc1ccc(C#N)cc1NS(=O)(=O)c1cccc(F)c1F,COCCOc1ccc(C#N)cc1NS(=O)(=O)c1cccc(F)c1F,COCCOc1ccc(C#N)cc1NS(=O)(=O)c1cccc(F)c1F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf,COCCOc1ccc(C#N)cc1NS(=O)(=O)c1cccc(F)c1F,O=S(=O)(Nc1ccccc1)c1ccccc1,CC(C)(CC1CCCCC1)C1CCCCC1,ok,true,ok,253,true,false,253,
352,FXIA-GEN-008528,0018,reinvent_denovo,-7.26412,0.9547347426,5.8964982033,5.629591465,369.417,84.86,3.262,2.0,4.0,8.0,0.0,2.74,0.0,0.112,0.18,GLXPIVNVIZEJOL-UHFFFAOYSA-N,CC(COCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(COCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CC(COCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf,CC(COCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,c1ccc2c(c1)Cc1ccccc1-2,C1CCC2C(C1)CC1CCCCC12,ok,true,ok,254,true,false,254,
354,FXIA-GEN-016127,0033,reinvent_denovo,-7.24648,0.9545341134,6.7403197289,6.4338650703,413.546,94.32,3.39,1.0,9.0,8.0,0.0,2.575,0.0,0.119,0.157,LJPMKHDHPRJXMS-UHFFFAOYSA-N,CCOC(=O)c1c(NC(=O)CSc2nnc(CSC)o2)sc2c1CCC2,CCOC(=O)c1c(NC(=O)CSc2nnc(CSC)o2)sc2c1CCC2,CCOC(=O)c1c(NC(=O)CSc2nnc(CSC)o2)sc2c1CCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf,CCOC(=O)c1c(NC(=O)CSc2nnc(CSC)o2)sc2c1CCC2,O=C(CSc1nnco1)Nc1cc2c(s1)CCC2,CC(CCC1CCCC1)CC1CC2CCCC2C1,ok,true,ok,255,true,false,255,
355,FXIA-GEN-012755,0026,reinvent_denovo,-8.65053,0.9544238448,6.9757800102,6.6578507423,463.531,117.62,2.085,3.0,6.0,7.0,0.0,3.852,0.0,0.145,0.194,JDZTZUIKMLNCOR-UHFFFAOYSA-N,CC1(C)C(=O)Nc2ncc(COCC3C(O)CCC3NS(=O)(=O)c3ccc(F)cc3)cc21,CC1(C)C(=O)Nc2ncc(COCC3C(O)CCC3NS(=O)(=O)c3ccc(F)cc3)cc21,CC1(C)C(=O)Nc2ncc(COCC3C(O)CCC3NS(=O)(=O)c3ccc(F)cc3)cc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0026_gnina_poses.sdf,CC1(C)C(=O)Nc2ncc(COCC3C(O)CCC3NS(=O)(=O)c3ccc(F)cc3)cc21,O=C1Cc2cc(COCC3CCCC3NS(=O)(=O)c3ccccc3)cnc2N1,CC1CC2CCC(CCCC3CCCC3CC(C)(C)C3CCCCC3)CC2C1,ok,true,ok,256,true,false,256,
356,FXIA-GEN-026536,0054,reinvent_denovo,-7.33126,0.9543397427,6.8492288589,6.536491394,443.319,92.78,2.737,1.0,6.0,5.0,0.0,3.72,0.0,0.126,0.191,SCYBWPOVJFHQOD-UHFFFAOYSA-N,CC1CCCCC12NC(=O)N(CC(=O)OCC(=O)c1ccc(Br)s1)C2=O,CC1CCCCC12NC(=O)N(CC(=O)OCC(=O)c1ccc(Br)s1)C2=O,CC1CCCCC12NC(=O)N(CC(=O)OCC(=O)c1ccc(Br)s1)C2=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf,CC1CCCCC12NC(=O)N(CC(=O)OCC(=O)c1ccc(Br)s1)C2=O,O=C(CN1C(=O)NC2(CCCCC2)C1=O)OCC(=O)c1cccs1,CC(CCC(C)C1CCCC1)CC1C(C)CC2(CCCCC2)C1C,ok,true,ok,257,true,false,257,
358,FXIA-GEN-007517,0016,reinvent_denovo,-7.40337,0.9541022182,5.8679680824,5.5986413956,360.841,69.64,3.112,2.0,3.0,7.0,0.0,1.898,0.0,0.165,0.207,FVPMDZOMLUZDJX-UHFFFAOYSA-N,Cc1ccc(Cl)cc1NC(=O)CCN(CCO)C(=O)c1ccccc1,Cc1ccc(Cl)cc1NC(=O)CCN(CCO)C(=O)c1ccccc1,Cc1ccc(Cl)cc1NC(=O)CCN(CCO)C(=O)c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0016_gnina_poses.sdf,Cc1ccc(Cl)cc1NC(=O)CCN(CCO)C(=O)c1ccccc1,O=C(CCNC(=O)c1ccccc1)Nc1ccccc1,CC(CCCC(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,258,true,false,258,
360,FXIA-GEN-008795,0018,linkinvent,-8.21539,0.9540336728,7.0309567451,6.7077693939,419.482,112.13,1.478,2.0,6.0,8.0,0.0,2.992,0.0,0.189,0.337,GQGGWNOOKCERNV-UHFFFAOYSA-N,COc1ccc(-c2cnnn2C)cc1S(=O)(=O)NCC(N)Cc1ccc(F)cc1,COc1ccc(-c2cnnn2C)cc1S(=O)(=O)NCC(N)Cc1ccc(F)cc1,COc1ccc(-c2cnnn2C)cc1S(=O)(=O)NCC(N)Cc1ccc(F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf,COc1ccc(-c2cnnn2C)cc1S(=O)(=O)NCC(N)Cc1ccc(F)cc1,O=S(=O)(NCCCc1ccccc1)c1cccc(-c2cnn[nH]2)c1,CC(C)(CCCCC1CCCCC1)C1CCCC(C2CCCC2)C1,ok,true,ok,259,true,false,259,
361,FXIA-GEN-012440,0025,reinvent_denovo,-8.37701,0.9540194273,6.8173832893,6.5039162636,380.835,83.98,3.872,2.0,4.0,5.0,0.0,2.023,0.0,0.163,0.231,IYJLKOOQACHGOP-UHFFFAOYSA-N,Cc1cnc(C(=O)Nc2cc(Cl)ccc2NC(=O)Cc2ccccc2)cn1,Cc1cnc(C(=O)Nc2cc(Cl)ccc2NC(=O)Cc2ccccc2)cn1,Cc1cnc(C(=O)Nc2cc(Cl)ccc2NC(=O)Cc2ccccc2)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0025_gnina_poses.sdf,Cc1cnc(C(=O)Nc2cc(Cl)ccc2NC(=O)Cc2ccccc2)cn1,O=C(Cc1ccccc1)Nc1ccccc1NC(=O)c1cnccn1,CC(CC1CCCCC1)CC1CCCCC1CC(C)C1CCCCC1,ok,true,ok,260,true,false,260,
362,FXIA-GEN-004665,0010,reinvent_denovo,-7.36927,0.9540108442,6.1968903542,5.9119005203,366.373,105.49,2.63,1.0,6.0,7.0,0.0,2.089,0.0,0.136,0.177,DAJDYYIGTSLLQL-UHFFFAOYSA-N,CC(=O)c1ccccc1OCC(=O)OCC(=O)Nc1ccc(C)cc1C#N,CC(=O)c1ccccc1OCC(=O)OCC(=O)Nc1ccc(C)cc1C#N,CC(=O)c1ccccc1OCC(=O)OCC(=O)Nc1ccc(C)cc1C#N,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf,CC(=O)c1ccccc1OCC(=O)OCC(=O)Nc1ccc(C)cc1C#N,O=C(COC(=O)COc1ccccc1)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC1CCCCC1,ok,true,ok,261,true,false,261,
364,FXIA-GEN-023374,0047,reinvent_denovo,-7.8818,0.9539777637,6.7291712761,6.419479847,370.474,79.19,4.352,1.0,4.0,5.0,0.0,2.105,0.0,0.088,0.177,QCSUHZSCCYIDNC-UHFFFAOYSA-N,N#Cc1ccc(Oc2ccccc2)c(S(=O)(=O)NC2CCCCCC2)c1,N#Cc1ccc(Oc2ccccc2)c(S(=O)(=O)NC2CCCCCC2)c1,N#Cc1ccc(Oc2ccccc2)c(S(=O)(=O)NC2CCCCCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf,N#Cc1ccc(Oc2ccccc2)c(S(=O)(=O)NC2CCCCCC2)c1,O=S(=O)(NC1CCCCCC1)c1ccccc1Oc1ccccc1,CC(C)(CC1CCCCCC1)C1CCCCC1CC1CCCCC1,ok,true,ok,262,true,false,262,
366,FXIA-GEN-019590,0040,reinvent_denovo,-7.83999,0.953945756,6.6337075233,6.3281970024,442.943,66.92,4.621,0.0,4.0,7.0,0.0,2.738,0.0,0.136,0.185,NOWCNIGGVMGEGU-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(N2CC(C(=O)N(C)c3ccc(C)c(Cl)c3)CC2=O)cc1,CCCCOC(=O)c1ccc(N2CC(C(=O)N(C)c3ccc(C)c(Cl)c3)CC2=O)cc1,CCCCOC(=O)c1ccc(N2CC(C(=O)N(C)c3ccc(C)c(Cl)c3)CC2=O)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf,CCCCOC(=O)c1ccc(N2CC(C(=O)N(C)c3ccc(C)c(Cl)c3)CC2=O)cc1,O=C(Nc1ccccc1)C1CC(=O)N(c2ccccc2)C1,CC(CC1CCCCC1)C1CC(C)C(C2CCCCC2)C1,ok,true,ok,263,true,false,263,
367,FXIA-GEN-004335,0009,reinvent_denovo,-8.08608,0.9539269209,6.3009719849,6.0106668472,391.467,70.78,4.42,1.0,5.0,8.0,0.0,2.563,0.0,0.16,0.168,CUMNBWABFNXIHP-UHFFFAOYSA-N,COc1cc(N)ccc1OC(C)C(=O)OCC(c1ccccc1)c1ccccc1,COc1cc(N)ccc1OC(C)C(=O)OCC(c1ccccc1)c1ccccc1,COc1cc(N)ccc1OC(C)C(=O)OCC(c1ccccc1)c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0009_gnina_poses.sdf,COc1cc(N)ccc1OC(C)C(=O)OCC(c1ccccc1)c1ccccc1,O=C(COc1ccccc1)OCC(c1ccccc1)c1ccccc1,CC(CCC1CCCCC1)CCC(C1CCCCC1)C1CCCCC1,ok,true,ok,264,true,false,264,
368,FXIA-GEN-010475,0021,reinvent_denovo,-8.13159,0.953925252,6.6156105995,6.3107981682,416.543,75.71,3.04,1.0,4.0,7.0,0.0,2.923,0.0,0.15,0.173,HRFZJTITVRVYGD-UHFFFAOYSA-N,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,O=C(CNS(=O)(=O)c1ccccc1)N1CCC(Oc2ccccc2)C1,CC(CCC(C)(C)C1CCCCC1)C1CCC(CC2CCCCC2)C1,ok,true,ok,265,true,false,265,
369,FXIA-GEN-021787,0044,reinvent_denovo,-7.88395,0.9538504481,5.9368491173,5.6628661156,369.417,84.86,1.945,2.0,5.0,7.0,0.0,2.838,0.0,0.125,0.188,PBHODTMJKBSZBU-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0044_gnina_poses.sdf,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,O=C(COc1cccc2c1CCC2)NCCc1ccccc1,CC(CCCC1CCCCC1)CCC1CCCC2CCCC21,ok,true,ok,266,true,false,266,
371,FXIA-GEN-024310,0049,reinvent_denovo,-7.96749,0.9538295865,7.3738331795,7.0333800316,491.947,101.78,4.632,1.0,5.0,10.0,0.0,2.871,0.0,0.209,0.218,QSAJIAWMYWVYRQ-UHFFFAOYSA-N,CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0049_gnina_poses.sdf,CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],O=C(CN(Cc1ccccc1)C(=O)COc1ccccc1)NC1CCCC1,CC(CC1CCCC1)CC(CC1CCCCC1)C(C)CCC1CCCCC1,ok,true,ok,267,true,false,267,
373,FXIA-GEN-032600,0066,reinvent_denovo,-8.32465,0.9537931681,6.5457110405,6.2432546616,391.452,90.27,3.85,1.0,5.0,4.0,0.0,2.282,0.0,0.103,0.181,WSNJQFSDQMXRSS-UHFFFAOYSA-N,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0066_gnina_poses.sdf,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1C(C)CC(CC2CCCCC2)C1C,ok,true,ok,268,true,false,268,
375,FXIA-GEN-037060,0075,reinvent_denovo,-8.79565,0.9536911249,6.3811993599,6.0856933594,385.351,103.55,3.2,1.0,7.0,6.0,0.0,2.109,0.0,0.17,0.2,ZOWJVGXSEGLHFP-UHFFFAOYSA-N,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,O=C(OCc1nc(-c2ccccc2)no1)c1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)C1CCCCC1,ok,true,ok,269,true,false,269,
376,FXIA-GEN-001629,0004,reinvent_denovo,-8.86345,0.9536704421,6.856648922,6.538983345,387.399,102.05,2.782,2.0,5.0,5.0,0.0,2.313,0.0,0.105,0.158,BBIGUPZHQWIXDC-UHFFFAOYSA-N,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0004_gnina_poses.sdf,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,CC(CCC1CCCCC1)C(C)CC1CC(C2CCCC2)CC1C1CCCCC1,ok,true,ok,270,true,false,270,
378,FXIA-GEN-001737,0004,reinvent_denovo,-8.26375,0.9536273479,6.5152163506,6.2130885124,414.571,66.48,3.709,1.0,4.0,7.0,0.0,2.228,0.0,0.106,0.158,BDAHBACACMZUQB-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0004_gnina_poses.sdf,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,O=C(CNCc1ccccc1S(=O)(=O)c1ccccc1)NC1CCCCC1,CC(CCCC1CCCCC1C(C)(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,271,true,false,271,
379,FXIA-GEN-004563,0010,reinvent_denovo,-6.14191,0.9536153674,5.8082761765,5.5388612747,352.206,103.7,1.688,3.0,4.0,7.0,0.0,2.134,0.0,0.087,0.13,CYOHQNCJTUWBLJ-UHFFFAOYSA-N,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,c1ccccc1,C1CCCCC1,ok,true,ok,272,true,false,272,
380,FXIA-GEN-018601,0038,reinvent_denovo,-7.9007,0.9536144733,6.7161068916,6.4045767784,424.453,86.33,2.695,1.0,7.0,8.0,0.0,2.486,0.0,0.129,0.163,MYNTZRKPLSRIHI-UHFFFAOYSA-N,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,O=C1NC(=O)C(c2ccc3c(c2)OCCO3)=C1Nc1ccccc1,CC1CC(C)C(C2CCC3CCCCC3C2)C1CC1CCCCC1,ok,true,ok,273,true,false,273,
381,FXIA-GEN-003133,0007,reinvent_denovo,-7.94371,0.953543663,6.5328087807,6.2293186188,393.808,103.55,3.012,1.0,8.0,7.0,0.0,2.199,0.0,0.157,0.161,CANGYGAMHUJZCH-UHFFFAOYSA-N,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,O=C(COC(=O)COc1ccccc1)Nc1nnc(-c2ccco2)s1,CC(CCC(C)CC1CCC(C2CCCC2)C1)CCC1CCCCC1,ok,true,ok,274,true,false,274,
