candidate_id,smiles,docking_rank,source_models,cnn_score,cnn_affinity,minimized_affinity_kcal_mol,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,murcko_scaffold,generic_murcko_scaffold,ecfp_cluster_id,pose_qc_pass,pose_qc_flags,parent_inchi_key,parent_smiles,pose_sdf
FXIA-GEN-010475,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,368,reinvent_denovo,0.953925252,6.6156105995,-8.13159,416.543,75.71,3.04,1.0,4.0,7.0,0.0,2.923,0.0,0.15,0.173,O=C(CNS(=O)(=O)c1ccccc1)N1CCC(Oc2ccccc2)C1,CC(CCC(C)(C)C1CCCCC1)C1CCC(CC2CCCCC2)C1,265,true,ok,HRFZJTITVRVYGD-UHFFFAOYSA-N,CCC(NS(=O)(=O)c1ccc(C)c(C)c1)C(=O)N1CCC(Oc2ccccc2)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0021_gnina_poses.sdf
FXIA-GEN-021787,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,369,reinvent_denovo,0.9538504481,5.9368491173,-7.88395,369.417,84.86,1.945,2.0,5.0,7.0,0.0,2.838,0.0,0.125,0.188,O=C(COc1cccc2c1CCC2)NCCc1ccccc1,CC(CCCC1CCCCC1)CCC1CCCC2CCCC21,266,true,ok,PBHODTMJKBSZBU-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)COc1cccc2c1CCC2O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0044_gnina_poses.sdf
FXIA-GEN-024310,CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],371,reinvent_denovo,0.9538295865,7.3738331795,-7.96749,491.947,101.78,4.632,1.0,5.0,10.0,0.0,2.871,0.0,0.209,0.218,O=C(CN(Cc1ccccc1)C(=O)COc1ccccc1)NC1CCCC1,CC(CC1CCCC1)CC(CC1CCCCC1)C(C)CCC1CCCCC1,267,true,ok,QSAJIAWMYWVYRQ-UHFFFAOYSA-N,CCC(C(=O)NC1CCCC1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(Cl)cc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0049_gnina_poses.sdf
FXIA-GEN-032600,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,373,reinvent_denovo,0.9537931681,6.5457110405,-8.32465,391.452,90.27,3.85,1.0,5.0,4.0,0.0,2.282,0.0,0.103,0.181,O=C(CN1C(=O)SC(=Cc2ccccc2)C1=O)Nc1ccccc1,CC(CC1CCCCC1)CC1C(C)CC(CC2CCCCC2)C1C,268,true,ok,WSNJQFSDQMXRSS-UHFFFAOYSA-N,Cc1cccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3C#N)C2=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0066_gnina_poses.sdf
FXIA-GEN-037060,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,375,reinvent_denovo,0.9536911249,6.3811993599,-8.79565,385.351,103.55,3.2,1.0,7.0,6.0,0.0,2.109,0.0,0.17,0.2,O=C(OCc1nc(-c2ccccc2)no1)c1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)C1CCCCC1,269,true,ok,ZOWJVGXSEGLHFP-UHFFFAOYSA-N,COc1cccc(-c2noc(COC(=O)c3ccc(F)c(NC(C)=O)c3)n2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf
FXIA-GEN-001629,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,376,reinvent_denovo,0.9536704421,6.856648922,-8.86345,387.399,102.05,2.782,2.0,5.0,5.0,0.0,2.313,0.0,0.105,0.158,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,CC(CCC1CCCCC1)C(C)CC1CC(C2CCCC2)CC1C1CCCCC1,270,true,ok,BBIGUPZHQWIXDC-UHFFFAOYSA-N,O=C(NCc1ccncc1)C(=O)Nc1cc(-c2ccco2)nn1-c1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0004_gnina_poses.sdf
FXIA-GEN-001737,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,378,reinvent_denovo,0.9536273479,6.5152163506,-8.26375,414.571,66.48,3.709,1.0,4.0,7.0,0.0,2.228,0.0,0.106,0.158,O=C(CNCc1ccccc1S(=O)(=O)c1ccccc1)NC1CCCCC1,CC(CCCC1CCCCC1C(C)(C)C1CCCCC1)CC1CCCCC1,271,true,ok,BDAHBACACMZUQB-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)c2ccccc2)c(CN(C)CC(=O)NC2CCCCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0004_gnina_poses.sdf
FXIA-GEN-004563,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,379,reinvent_denovo,0.9536153674,5.8082761765,-6.14191,352.206,103.7,1.688,3.0,4.0,7.0,0.0,2.134,0.0,0.087,0.13,c1ccccc1,C1CCCCC1,272,true,ok,CYOHQNCJTUWBLJ-UHFFFAOYSA-N,O=C(O)CCCCNS(=O)(=O)c1cc(Br)ccc1O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf
FXIA-GEN-018601,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,380,reinvent_denovo,0.9536144733,6.7161068916,-7.9007,424.453,86.33,2.695,1.0,7.0,8.0,0.0,2.486,0.0,0.129,0.163,O=C1NC(=O)C(c2ccc3c(c2)OCCO3)=C1Nc1ccccc1,CC1CC(C)C(C2CCC3CCCCC3C2)C1CC1CCCCC1,273,true,ok,MYNTZRKPLSRIHI-UHFFFAOYSA-N,CCOc1cccc(NC2=C(c3ccc4c(c3)OCCO4)C(=O)N(CCOC)C2=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-003133,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,381,reinvent_denovo,0.953543663,6.5328087807,-7.94371,393.808,103.55,3.012,1.0,8.0,7.0,0.0,2.199,0.0,0.157,0.161,O=C(COC(=O)COc1ccccc1)Nc1nnc(-c2ccco2)s1,CC(CCC(C)CC1CCC(C2CCCC2)C1)CCC1CCCCC1,274,true,ok,CANGYGAMHUJZCH-UHFFFAOYSA-N,O=C(COC(=O)COc1ccc(Cl)cc1)Nc1nnc(-c2ccco2)s1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf
FXIA-GEN-003022,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,382,reinvent_denovo,0.953528285,7.2879595757,-7.22049,449.627,98.17,3.77,2.0,6.0,7.0,0.0,3.046,0.0,0.102,0.134,O=c1sccn1CCCCCn1c(=S)[nH]c2ccccc2c1=O,CC1CCCC1CCCCCC1C(C)CC2CCCCC2C1C,275,true,ok,BYVWWEJZHMUNOD-UHFFFAOYSA-N,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf
FXIA-GEN-027535,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,383,reinvent_denovo,0.9535069466,5.7338209152,-8.36064,358.369,84.5,3.358,2.0,4.0,6.0,0.0,2.169,0.0,0.213,0.253,O=C(COC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,276,true,ok,STERFWXUQSXSEG-UHFFFAOYSA-N,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf
FXIA-GEN-024541,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,385,reinvent_denovo,0.9533911943,6.5220198631,-8.02725,419.524,89.54,2.991,1.0,5.0,8.0,0.0,1.962,0.0,0.096,0.14,O=S(=O)(NCCCOc1ccccc1)c1ccc2ccccc2c1,CC(C)(CCCCCC1CCCCC1)C1CCC2CCCCC2C1,277,true,ok,QVQNEVTWQZTLDU-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0050_gnina_poses.sdf
FXIA-GEN-014358,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,386,reinvent_denovo,0.9533833861,6.587808609,-7.31534,441.311,88.85,3.687,1.0,5.0,7.0,0.0,2.34,0.0,0.171,0.171,O=C(COC(=O)c1ccccc1)NCc1ccco1,CC(CCC1CCCC1)CCC(C)C1CCCCC1,278,true,ok,KFWHVLPCWJOPMP-UHFFFAOYSA-N,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0029_gnina_poses.sdf
FXIA-GEN-025234,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,387,reinvent_denovo,0.9533454776,6.0446004868,-7.99877,352.434,67.43,3.47,2.0,3.0,7.0,0.0,1.94,0.0,0.126,0.154,O=C(C=Cc1ccccc1)NCCC(=O)Nc1ccccc1,CC(CCCC(C)CC1CCCCC1)CCC1CCCCC1,279,true,ok,RHEUOXCRDCZHLI-UHFFFAOYSA-N,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf
FXIA-GEN-008754,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,388,reinvent_denovo,0.9531558156,5.8982224464,-7.73837,354.362,97.65,2.759,1.0,6.0,6.0,0.0,2.394,0.0,0.183,0.183,O=C(COC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,280,true,ok,GPLQWQKCLJUMPR-UHFFFAOYSA-N,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf
FXIA-GEN-032102,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,389,reinvent_denovo,0.9530410171,6.084133625,-8.06467,363.461,61.44,3.427,2.0,3.0,6.0,0.0,1.817,0.0,0.119,0.178,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,CC(CC1CCCCC1C(C)CC1CC1)C1CCCC(CC2CCCC2)C1,281,true,ok,WKMNKFIWLSGLSF-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf
FXIA-GEN-008144,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,392,reinvent_denovo,0.9529840946,5.8424839973,-7.25094,444.177,103.04,2.402,1.0,7.0,4.0,0.0,2.552,0.0,0.131,0.136,O=C(OCc1cccc(=O)o1)c1ccccc1,CC1CCCC(CCC(C)C2CCCCC2)C1,282,true,ok,GFWGPQFXSIBMNG-UHFFFAOYSA-N,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0017_gnina_poses.sdf
FXIA-GEN-007336,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,393,linkinvent,0.952944994,7.8324623108,-9.37795,432.463,123.64,3.1,3.0,7.0,6.0,0.0,3.065,0.0,0.191,0.273,O=C(CNc1ncncc1-c1ccccc1)Nc1ccc(-c2cnn[nH]2)cc1,CC(CCC1CCCCC1C1CCCCC1)CC1CCC(C2CCCC2)CC1,283,true,ok,FSPGJYGMBCZQAK-UHFFFAOYSA-N,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf
FXIA-GEN-027012,O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],394,reinvent_denovo,0.952922821,6.3809275627,-7.81912,370.59,85.13,3.336,1.0,4.0,4.0,0.0,2.218,0.0,0.111,0.168,O=C(NCc1ccccc1)c1ccccn1,CC(CCC1CCCCC1)C1CCCCC1,284,true,ok,SKGYOXUPNJYBOE-UHFFFAOYSA-N,O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0055_gnina_poses.sdf
FXIA-GEN-026946,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,395,reinvent_denovo,0.9528829455,6.0305624008,-8.00655,382.243,64.63,4.115,1.0,4.0,6.0,0.0,2.298,0.0,0.218,0.218,O=C(COC(=O)Cc1ccccc1)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CC1CCCCC1,285,true,ok,SJJZTXRWFYVOER-UHFFFAOYSA-N,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf
FXIA-GEN-018829,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,397,reinvent_denovo,0.9528691173,6.1088767052,-7.0339,387.255,88.41,2.751,2.0,5.0,6.0,0.0,2.211,0.0,0.106,0.14,O=C(Nc1ccccc1)c1ccco1,CC(CC1CCCCC1)C1CCCC1,286,true,ok,NCKMFXRETHEHMM-UHFFFAOYSA-N,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-009393,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,398,reinvent_denovo,0.9528323412,6.6529364586,-8.33856,400.866,89.13,4.32,2.0,5.0,8.0,0.0,2.734,0.0,0.194,0.212,O=C(COc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1,CC(CCC1CCCCC1)CC1CCC(C2CCCCC2)C1,287,true,ok,HACKVZDJKCHQME-UHFFFAOYSA-N,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0019_gnina_poses.sdf
FXIA-GEN-011953,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,399,reinvent_denovo,0.9528226852,5.854578495,-6.74426,373.247,76.66,2.42,2.0,4.0,8.0,0.0,2.03,0.0,0.172,0.172,c1ccccc1,C1CCCCC1,288,true,ok,IQLBNDPWESBRQO-UHFFFAOYSA-N,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0024_gnina_poses.sdf
FXIA-GEN-018816,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,401,reinvent_denovo,0.9527269006,7.1458058357,-8.43824,443.319,68.29,4.521,1.0,5.0,5.0,0.0,2.099,0.0,0.171,0.186,O=S(=O)(Nc1nc(-c2ccccc2)cs1)c1ccccc1,CC(C)(CC1CCC(C2CCCCC2)C1)C1CCCCC1,289,true,ok,NCFZOIUGVFVNEP-UHFFFAOYSA-N,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf
FXIA-GEN-016264,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,402,reinvent_denovo,0.952714026,6.2045683861,-7.46177,396.365,76.66,4.203,2.0,5.0,8.0,0.0,2.044,0.0,0.163,0.185,O=C(CCNc1ccccc1)Nc1ccccc1,CC(CCCC1CCCCC1)CC1CCCCC1,290,true,ok,LLYXTLZSMBOWIE-UHFFFAOYSA-N,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf
FXIA-GEN-037573,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,403,reinvent_denovo,0.9526497722,6.8599805832,-8.64647,427.892,100.35,2.496,2.0,5.0,7.0,0.0,2.412,0.0,0.161,0.186,O=C(Cn1nncc1-c1ccccc1)NCC(=O)Nc1ccccc1,CC(CCC(C)CC1CCCC1C1CCCCC1)CC1CCCCC1,291,true,ok,ZXVUKYCIJUOKHW-UHFFFAOYSA-N,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0076_gnina_poses.sdf
FXIA-GEN-025206,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,404,reinvent_denovo,0.9526388645,6.6015324593,-8.02385,395.459,66.22,4.11,0.0,5.0,7.0,0.0,2.239,0.0,0.132,0.161,O=C(NCc1csc(-c2ccccc2)n1)c1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)C1CCCCC1,292,true,ok,RGTZEGKOGAWOST-UHFFFAOYSA-N,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf
FXIA-GEN-032856,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,405,linkinvent,0.9525597692,6.7430200577,-8.44417,452.87,129.03,2.538,2.0,7.0,10.0,0.0,3.748,0.0,0.165,0.376,O=c1ccc(OC2CC(c3ccccc3)=NO2)n[nH]1,CC1CCC(CC2CCC(C3CCCCC3)C2)CC1,293,true,ok,WWWPRKKXCPSTOP-UHFFFAOYSA-N,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0066_gnina_poses.sdf
FXIA-GEN-012166,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,406,linkinvent,0.952555418,7.2971186638,-7.61655,436.871,119.06,3.398,3.0,7.0,10.0,0.0,3.665,0.0,0.149,0.395,c1ccc(C2=NOC(Nc3ccccn3)C2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,294,true,ok,ITZWYDSEVXENJY-UHFFFAOYSA-N,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0025_gnina_poses.sdf
FXIA-GEN-015115,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,407,reinvent_denovo,0.9524729252,6.729156971,-7.68958,398.912,88.26,3.291,2.0,4.0,7.0,0.0,2.434,0.0,0.136,0.2,O=S(=O)(NCCc1ccc[nH]1)c1ccccc1,CC(C)(CCCC1CCCC1)C1CCCCC1,295,true,ok,KSQXJBMRPPZZHS-UHFFFAOYSA-N,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf
FXIA-GEN-000124,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,408,reinvent_denovo,0.952467382,6.7973704338,-7.8059,431.92,87.74,2.503,2.0,4.0,10.0,0.0,2.188,0.0,0.171,0.198,O=C(NCCc1ccccc1)C(=O)Nc1ccccc1,CC(CCCC1CCCCC1)C(C)CC1CCCCC1,296,true,ok,ACINTPVMTOPHDI-UHFFFAOYSA-N,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0001_gnina_poses.sdf
FXIA-GEN-020743,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,409,reinvent_denovo,0.9524531364,6.1519331932,-8.56043,392.411,111.48,3.643,2.0,5.0,7.0,0.0,2.811,0.0,0.139,0.173,O=C(COC(=O)c1ccccc1Oc1ccccc1)c1ccc[nH]1,CC(CCC(C)C1CCCCC1CC1CCCCC1)C1CCCC1,297,true,ok,OIOBAEULWSJOAR-UHFFFAOYSA-N,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0042_gnina_poses.sdf
FXIA-GEN-036251,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,410,reinvent_denovo,0.9524111748,5.887239933,-7.28553,375.446,85.61,4.078,1.0,6.0,5.0,0.0,2.77,0.0,0.109,0.15,O=C(Nc1cccs1)c1coc2c1CCC2,CC(CC1CCCC1)C1CCC2CCCC21,298,true,ok,ZAWXSXFJZHTSJI-UHFFFAOYSA-N,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0073_gnina_poses.sdf
FXIA-GEN-019255,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,412,reinvent_denovo,0.952380538,6.7815527916,-8.16689,436.508,86.63,3.474,1.0,5.0,9.0,0.0,2.308,0.0,0.189,0.189,O=C(c1ccccc1)c1cc2ccccc2[nH]c1=O,CC1CC2CCCCC2CC1C(C)C1CCCCC1,299,true,ok,NJKHPFSPEJQUTR-UHFFFAOYSA-N,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0039_gnina_poses.sdf
FXIA-GEN-016793,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,413,reinvent_denovo,0.9521812201,6.6763997078,-8.03157,411.849,96.33,2.635,2.0,4.0,5.0,0.0,2.527,0.0,0.189,0.234,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3ccccc3)c21,CC(CC1CCCC1C)CC1CCC2CCCC(C(C)CC3CCCCC3)C21,300,true,ok,LURSQBBEOGZWMT-UHFFFAOYSA-N,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf
FXIA-GEN-017261,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,414,linkinvent,0.9521740675,6.7563042641,-7.72908,388.387,114.0,1.833,0.0,7.0,4.0,0.0,2.923,0.0,0.108,0.204,O=C1c2c(cccc2OC(=O)n2cnnn2)CCN1CCc1ccccc1,CC(CC1CCCC2CCC(CCC3CCCCC3)C(C)C21)C1CCCC1,301,true,ok,MCLLGBVMYVTXSP-UHFFFAOYSA-N,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf
FXIA-GEN-016939,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,417,reinvent_denovo,0.9517657161,7.3202972412,-7.65499,417.897,63.17,3.754,1.0,5.0,6.0,0.0,2.598,0.0,0.143,0.162,S=C(NCc1cccnc1)N(Cc1ccccc1)c1ccncn1,CC(CCC1CCCCC1)C(CC1CCCCC1)C1CCCCC1,302,true,ok,LXFVUUVKWHEXOB-UHFFFAOYSA-N,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf
FXIA-GEN-004436,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,420,reinvent_denovo,0.9514448643,6.1761174202,-7.69308,350.415,85.89,1.962,2.0,5.0,7.0,0.0,2.747,0.0,0.159,0.165,O=C(CNC(=O)C1CCCO1)Nc1ccccc1,CC(CCC(C)C1CCCC1)CC1CCCCC1,303,true,ok,CWDZOWFRBCPZGU-UHFFFAOYSA-N,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0009_gnina_poses.sdf
FXIA-GEN-015771,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,424,reinvent_denovo,0.9513686895,6.5887560844,-7.70519,399.516,90.27,3.589,1.0,4.0,7.0,0.0,2.365,0.0,0.125,0.177,O=C(CNc1ccccc1)Nc1ccccc1,CC(CCC1CCCCC1)CC1CCCCC1,304,true,ok,LDOCEWJGXFJZLV-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0032_gnina_poses.sdf
